trip_year,trip_month,trips_made,from_station_name,usertype,rn
2019,4,603,Dusable Harbor,Customer,10
2019,5,4645,Streeter Dr & Grand Ave,Customer,1
2019,5,3917,Lake Shore Dr & Monroe St,Customer,2
2019,5,2048,Shedd Aquarium,Customer,3
2019,5,1994,Michigan Ave & Oak St,Customer,4
2019,5,1855,Millennium Park,Customer,5
2019,5,1516,Michigan Ave & Washington St,Customer,6
2019,5,1490,Lake Shore Dr & North Blvd,Customer,7
2019,5,1446,Theater on the Lake,Customer,8
2019,5,1301,Buckingham Fountain (Temp),Customer,9
2019,5,1251,Adler Planetarium,Customer,10
2019,6,7406,Streeter Dr & Grand Ave,Customer,1
2019,6,5868,Lake Shore Dr & Monroe St,Customer,2
2019,6,3061,Michigan Ave & Oak St,Customer,3
2019,6,3016,Shedd Aquarium,Customer,4
2019,6,2984,Millennium Park,Customer,5
2019,6,2974,Lake Shore Dr & North Blvd,Customer,6
2019,6,2561,Michigan Ave & Washington St,Customer,7
2019,6,2306,Theater on the Lake,Customer,8
2019,6,1874,Dusable Harbor,Customer,9
2019,6,1866,Buckingham Fountain (Temp),Customer,10
2019,7,11628,Streeter Dr & Grand Ave,Customer,1
2019,7,7775,Lake Shore Dr & Monroe St,Customer,2
2019,7,5340,Lake Shore Dr & North Blvd,Customer,3
2019,7,4914,Michigan Ave & Oak St,Customer,4
2019,7,4154,Millennium Park,Customer,5
2019,7,3741,Theater on the Lake,Customer,6
2019,7,3698,Shedd Aquarium,Customer,7
2019,7,3398,Michigan Ave & Washington St,Customer,8
2019,7,2438,Dusable Harbor,Customer,9
2019,7,2275,Michigan Ave & 8th St,Customer,10
2019,8,12484,Streeter Dr & Grand Ave,Customer,1
2019,8,7807,Lake Shore Dr & Monroe St,Customer,2
2019,8,5358,Michigan Ave & Oak St,Customer,3
2019,8,5118,Millennium Park,Customer,4
2019,8,5078,Lake Shore Dr & North Blvd,Customer,5
2019,8,3930,Shedd Aquarium,Customer,6
2019,8,3613,Theater on the Lake,Customer,7
2019,8,2690,Dusable Harbor,Customer,8
2019,8,2434,Adler Planetarium,Customer,9
2019,8,1904,Montrose Harbor,Customer,10
2019,9,7723,Streeter Dr & Grand Ave,Customer,1
2019,9,5148,Lake Shore Dr & Monroe St,Customer,2
2019,9,3418,Millennium Park,Customer,3
2019,9,2967,Michigan Ave & Oak St,Customer,4
2019,9,2862,Shedd Aquarium,Customer,5
2019,9,2196,Lake Shore Dr & North Blvd,Customer,6
2019,9,2064,Theater on the Lake,Customer,7
2019,9,1685,Dusable Harbor,Customer,8
2019,9,1630,Adler Planetarium,Customer,9
2019,9,1151,Michigan Ave & 8th St,Customer,10
2019,10,3514,Streeter Dr & Grand Ave,Customer,1
2019,10,3257,Lake Shore Dr & Monroe St,Customer,2
2019,10,1784,Shedd Aquarium,Customer,3
2019,10,1557,Millennium Park,Customer,4
2019,10,1164,Michigan Ave & Oak St,Customer,5
2019,10,1143,Dusable Harbor,Customer,6
2019,10,945,Adler Planetarium,Customer,7
2019,10,814,Michigan Ave & 8th St,Customer,8
2019,10,759,Field Museum,Customer,9
2019,10,748,Theater on the Lake,Customer,10
2019,11,860,Lake Shore Dr & Monroe St,Customer,1
2019,11,680,Streeter Dr & Grand Ave,Customer,2
2019,11,557,Shedd Aquarium,Customer,3
2019,11,410,Millennium Park,Customer,4
2019,11,351,Dusable Harbor,Customer,5
2019,11,224,Michigan Ave & Washington St,Customer,6
2019,11,218,Field Museum,Customer,7
2019,11,216,Adler Planetarium,Customer,8
2019,11,192,Buckingham Fountain,Customer,9
2019,11,179,Michigan Ave & 8th St,Customer,10
2019,11,179,Wabash Ave & Grand Ave,Customer,10
2019,12,795,Streeter Dr & Grand Ave,Customer,1
2019,12,730,Lake Shore Dr & Monroe St,Customer,2
2019,12,508,Shedd Aquarium,Customer,3
2019,12,442,Millennium Park,Customer,4
2019,12,273,Michigan Ave & Oak St,Customer,5
2019,12,252,Adler Planetarium,Customer,6
2019,12,227,Michigan Ave & Washington St,Customer,7
2019,12,213,Dusable Harbor,Customer,8
2019,12,196,Michigan Ave & 8th St,Customer,9
2019,12,186,Columbus Dr & Randolph St,Customer,10
2020,1,229,Lake Shore Dr & Monroe St,Customer,1
2020,1,178,Shedd Aquarium,Customer,2
2020,1,173,Streeter Dr & Grand Ave,Customer,3
2020,1,150,Michigan Ave & Washington St,Customer,4
2020,1,123,Wabash Ave & Grand Ave,Customer,5
2020,1,122,Millennium Park,Customer,6
2020,1,82,Dusable Harbor,Customer,7
2020,1,74,Clinton St & Madison St,Customer,8
2020,1,73,State St & Randolph St,Customer,9
2020,1,72,Michigan Ave & Lake St,Customer,10
2020,2,475,Lake Shore Dr & Monroe St,Customer,1
2020,2,404,Streeter Dr & Grand Ave,Customer,2
2020,2,319,Shedd Aquarium,Customer,3
2020,2,202,Millennium Park,Customer,4
2020,2,169,Michigan Ave & Oak St,Customer,5
2020,2,155,Theater on the Lake,Customer,6
2020,2,152,Adler Planetarium,Customer,7
2020,2,143,Michigan Ave & Washington St,Customer,8
2020,2,130,Wabash Ave & Grand Ave,Customer,9
2020,2,130,Michigan Ave & 8th St,Customer,9
2020,2,121,Field Museum,Customer,10
2020,3,938,Streeter Dr & Grand Ave,Customer,1
2020,3,882,Lake Shore Dr & Monroe St,Customer,2
2020,3,498,Shedd Aquarium,Customer,3
2020,3,451,Millennium Park,Customer,4
2020,3,414,Michigan Ave & Oak St,Customer,5
2020,3,367,Theater on the Lake,Customer,6
2020,3,324,Dusable Harbor,Customer,7
2020,3,294,Lake Shore Dr & North Blvd,Customer,8
2020,3,246,Adler Planetarium,Customer,9
2020,3,222,Lake Shore Dr & Belmont Ave,Customer,10
2020,4,246,Clark St & Elm St,Customer,1
2020,4,204,Wabash Ave & Grand Ave,Customer,2
2020,4,202,Desplaines St & Kinzie St,Customer,3
2020,4,200,Wells St & Huron St,Customer,4
2020,4,195,Wells St & Elm St,Customer,5
2020,4,193,Clark St & Lincoln Ave,Customer,6
2020,4,191,Sheffield Ave & Waveland Ave,Customer,7
2020,4,182,Dearborn St & Erie St,Customer,8
2020,4,179,Ashland Ave & Division St,Customer,9
2020,4,175,Clark St & Armitage Ave,Customer,10
2020,5,897,Clark St & Elm St,Customer,1
2020,5,803,Millennium Park,Customer,2
2020,5,787,Indiana Ave & Roosevelt Rd,Customer,3
2020,5,699,Clark St & Lincoln Ave,Customer,4
2020,5,692,Wabash Ave & Grand Ave,Customer,5
2020,5,682,Buckingham Fountain,Customer,6
2020,5,654,Wells St & Huron St,Customer,7
2020,5,641,Michigan Ave & Lake St,Customer,8
2020,5,634,Larrabee St & Webster Ave,Customer,9
2020,5,623,Stockton Dr & Wrightwood Ave,Customer,10
2020,6,3045,Streeter Dr & Grand Ave,Customer,1
2020,6,1791,Millennium Park,Customer,2
2020,6,1695,Lake Shore Dr & Monroe St,Customer,3
2020,6,1502,Clark St & Elm St,Customer,4
2020,6,1466,Indiana Ave & Roosevelt Rd,Customer,5
2020,6,1408,Lake Shore Dr & North Blvd,Customer,6
2020,6,1300,Buckingham Fountain,Customer,7
2020,6,1195,Michigan Ave & Lake St,Customer,8
2020,6,1164,Michigan Ave & Oak St,Customer,9
2020,6,1163,Wells St & Concord Ln,Customer,10
2020,7,6954,Streeter Dr & Grand Ave,Customer,1
2020,7,4526,Lake Shore Dr & Monroe St,Customer,2
2020,7,4330,Millennium Park,Customer,3
2020,7,3157,Indiana Ave & Roosevelt Rd,Customer,4
2020,7,3120,Lake Shore Dr & North Blvd,Customer,5
2020,7,3082,Theater on the Lake,Customer,6
2020,7,2654,Buckingham Fountain,Customer,7
2020,7,2638,Michigan Ave & Lake St,Customer,8
2020,7,2475,Michigan Ave & Oak St,Customer,9
2020,7,2460,Michigan Ave & 8th St,Customer,10
2020,8,7034,Streeter Dr & Grand Ave,Customer,1
2020,8,4595,Theater on the Lake,Customer,2
2020,8,4524,Lake Shore Dr & Monroe St,Customer,3
2020,8,3815,Millennium Park,Customer,4
2020,8,3540,Michigan Ave & Oak St,Customer,5
2020,8,3443,Lake Shore Dr & North Blvd,Customer,6
2020,8,3026,,Customer,7
2020,8,2758,Indiana Ave & Roosevelt Rd,Customer,8
2020,8,2355,Lake Shore Dr & Wellington Ave,Customer,9
2020,8,2343,Clark St & Lincoln Ave,Customer,10
2020,9,8201,,Customer,1
2020,9,4010,Streeter Dr & Grand Ave,Customer,2
2020,9,3574,Lake Shore Dr & Monroe St,Customer,3
2020,9,3444,Millennium Park,Customer,4
2020,9,2989,Theater on the Lake,Customer,5
2020,9,2780,Michigan Ave & Oak St,Customer,6
2020,9,2103,Shedd Aquarium,Customer,7
2020,9,2089,Indiana Ave & Roosevelt Rd,Customer,8
2020,9,2066,Lake Shore Dr & North Blvd,Customer,9
2020,9,2004,Michigan Ave & Lake St,Customer,10
2020,10,12547,,Customer,1
2020,10,2080,Lake Shore Dr & Monroe St,Customer,2
2020,10,1961,Millennium Park,Customer,3
2020,10,1722,Streeter Dr & Grand Ave,Customer,4
2020,10,1325,Michigan Ave & Oak St,Customer,5
2020,10,1304,Shedd Aquarium,Customer,6
2020,10,1235,Clark St & Elm St,Customer,7
2020,10,1222,Theater on the Lake,Customer,8
2020,10,1146,Indiana Ave & Roosevelt Rd,Customer,9
2020,10,1127,Michigan Ave & Lake St,Customer,10
2020,11,8955,,Customer,1
2020,11,1307,Lake Shore Dr & Monroe St,Customer,2
2020,11,1134,Millennium Park,Customer,3
2020,11,879,Streeter Dr & Grand Ave,Customer,4
2020,11,819,Theater on the Lake,Customer,5
2020,11,812,Michigan Ave & Oak St,Customer,6
2020,11,718,Indiana Ave & Roosevelt Rd,Customer,7
2020,11,704,Shedd Aquarium,Customer,8
2020,11,646,Clark St & Elm St,Customer,9
2020,11,635,Lake Shore Dr & North Blvd,Customer,10
2020,12,3417,,Customer,1
2020,12,445,Lake Shore Dr & Monroe St,Customer,2
2020,12,262,Millennium Park,Customer,3
2020,12,256,Clark St & Elm St,Customer,4
2020,12,240,Indiana Ave & Roosevelt Rd,Customer,5
2020,12,237,Wells St & Elm St,Customer,6
2020,12,231,Wells St & Huron St,Customer,7
2020,12,222,Michigan Ave & Washington St,Customer,8
2020,12,199,Streeter Dr & Grand Ave,Customer,9
2020,12,192,Michigan Ave & Lake St,Customer,10
2021,1,2079,,Customer,1
2021,1,191,Lake Shore Dr & Monroe St,Customer,2
2021,1,150,Clark St & Elm St,Customer,3
2021,1,150,Wells St & Elm St,Customer,3
2021,1,134,Wells St & Huron St,Customer,4
2021,1,133,Ellis Ave & 60th St,Customer,5
2021,1,129,Millennium Park,Customer,6
2021,1,122,Michigan Ave & Washington St,Customer,7
2021,1,115,Clark St & Grace St,Customer,8
2021,1,112,Wells St & Concord Ln,Customer,9
2021,1,111,Dearborn St & Erie St,Customer,10
2021,1,111,Franklin St & Illinois St,Customer,10
2021,2,867,,Customer,1
2021,2,119,Millennium Park,Customer,2
2021,2,108,Lake Shore Dr & Monroe St,Customer,3
2021,2,92,Shedd Aquarium,Customer,4
2021,2,91,Clark St & Elm St,Customer,5
2021,2,86,Wells St & Elm St,Customer,6
2021,2,83,Streeter Dr & Grand Ave,Customer,7
2021,2,78,Broadway & Waveland Ave,Customer,8
2021,2,73,Columbus Dr & Randolph St,Customer,9
2021,2,71,Kingsbury St & Kinzie St,Customer,10
2021,2,71,Wabash Ave & Grand Ave,Customer,10
2021,3,4923,,Customer,1
2021,3,1867,Lake Shore Dr & Monroe St,Customer,2
2021,3,1489,Streeter Dr & Grand Ave,Customer,3
2021,3,1413,Millennium Park,Customer,4
2021,3,1048,Shedd Aquarium,Customer,5
2021,3,865,Michigan Ave & Oak St,Customer,6
2021,3,814,Indiana Ave & Roosevelt Rd,Customer,7
2021,3,775,Theater on the Lake,Customer,8
2021,3,697,Michigan Ave & Washington St,Customer,9
2021,3,668,Michigan Ave & Lake St,Customer,10
2021,4,9929,,Customer,1
2021,4,2846,Lake Shore Dr & Monroe St,Customer,2
2021,4,2328,Streeter Dr & Grand Ave,Customer,3
2021,4,2067,Millennium Park,Customer,4
2021,4,1613,Michigan Ave & Oak St,Customer,5
2021,4,1393,Shedd Aquarium,Customer,6
2021,4,1249,Lake Shore Dr & North Blvd,Customer,7
2021,4,1249,Theater on the Lake,Customer,7
2021,4,1135,Indiana Ave & Roosevelt Rd,Customer,8
2021,4,1068,Michigan Ave & Lake St,Customer,9
2021,4,1032,Buckingham Fountain,Customer,10
2021,5,24600,,Customer,1
2021,5,8322,Streeter Dr & Grand Ave,Customer,2
2021,5,4764,Lake Shore Dr & Monroe St,Customer,3
2021,5,4039,Millennium Park,Customer,4
2021,5,3337,Michigan Ave & Oak St,Customer,5
2021,5,2892,Lake Shore Dr & North Blvd,Customer,6
2021,5,2616,Shedd Aquarium,Customer,7
2021,5,2343,Theater on the Lake,Customer,8
2021,5,2155,Dusable Harbor,Customer,9
2021,5,2017,Wabash Ave & Grand Ave,Customer,10
2021,6,41044,,Customer,1
2021,6,11359,Streeter Dr & Grand Ave,Customer,2
2021,6,5445,Lake Shore Dr & North Blvd,Customer,3
2021,6,5342,Lake Shore Dr & Monroe St,Customer,4
2021,6,5008,Millennium Park,Customer,5
2021,6,4919,Michigan Ave & Oak St,Customer,6
2021,6,3442,Theater on the Lake,Customer,7
2021,6,3201,Shedd Aquarium,Customer,8
2021,6,3057,Wells St & Concord Ln,Customer,9
2021,6,2920,Clark St & Lincoln Ave,Customer,10
2021,7,45815,,Customer,1
2021,7,14108,Streeter Dr & Grand Ave,Customer,2
2021,7,6247,Millennium Park,Customer,3
2021,7,5968,Michigan Ave & Oak St,Customer,4
2021,7,4380,Theater on the Lake,Customer,5
2021,7,4313,Lake Shore Dr & North Blvd,Customer,6
2021,7,4288,Shedd Aquarium,Customer,7
2021,7,4260,Lake Shore Dr & Monroe St,Customer,8
2021,7,3601,Wells St & Concord Ln,Customer,9
2021,7,3247,Clark St & Lincoln Ave,Customer,10
2021,8,45917,,Customer,1
2021,8,11527,Streeter Dr & Grand Ave,Customer,2
2021,8,5887,DuSable Lake Shore Dr & North Blvd,Customer,3
2021,8,5646,Michigan Ave & Oak St,Customer,4
2021,8,5184,Millennium Park,Customer,5
2021,8,4978,DuSable Lake Shore Dr & Monroe St,Customer,6
2021,8,4255,Theater on the Lake,Customer,7
2021,8,3903,Shedd Aquarium,Customer,8
2021,8,3541,Wells St & Concord Ln,Customer,9
2021,8,3024,Wells St & Elm St,Customer,10
2021,9,46317,,Customer,1
2021,9,9110,Streeter Dr & Grand Ave,Customer,2
2021,9,4198,DuSable Lake Shore Dr & North Blvd,Customer,3
2021,9,4160,Michigan Ave & Oak St,Customer,4
2021,9,4067,Millennium Park,Customer,5
2021,9,3904,DuSable Lake Shore Dr & Monroe St,Customer,6
2021,9,3001,Wells St & Concord Ln,Customer,7
2021,9,2908,Shedd Aquarium,Customer,8
2021,9,2705,Theater on the Lake,Customer,9
2021,9,2383,Wells St & Elm St,Customer,10
2021,10,44664,,Customer,1
2021,10,4668,Streeter Dr & Grand Ave,Customer,2
2021,10,3181,Millennium Park,Customer,3
2021,10,2706,DuSable Lake Shore Dr & Monroe St,Customer,4
2021,10,2023,Michigan Ave & Oak St,Customer,5
2021,10,1962,Wells St & Concord Ln,Customer,6
2021,10,1921,Shedd Aquarium,Customer,7
2021,10,1605,Wells St & Elm St,Customer,8
2021,10,1590,Clark St & Elm St,Customer,9
2021,10,1577,Clark St & Armitage Ave,Customer,10
2021,11,24394,,Customer,1
2021,11,1496,Streeter Dr & Grand Ave,Customer,2
2021,11,1210,DuSable Lake Shore Dr & Monroe St,Customer,3
2021,11,972,Millennium Park,Customer,4
2021,11,763,Shedd Aquarium,Customer,5
2021,11,606,Wells St & Elm St,Customer,6
2021,11,603,Wells St & Concord Ln,Customer,7
2021,11,595,Clark St & Elm St,Customer,8
2021,11,580,Michigan Ave & Washington St,Customer,9
2021,11,545,Michigan Ave & Lake St,Customer,10
2021,12,16334,,Customer,1
2021,12,975,DuSable Lake Shore Dr & Monroe St,Customer,2
2021,12,908,Streeter Dr & Grand Ave,Customer,3
2021,12,742,Shedd Aquarium,Customer,4
2021,12,681,Millennium Park,Customer,5
2021,12,382,Clark St & Elm St,Customer,6
2021,12,363,Wells St & Concord Ln,Customer,7
2021,12,358,Clark St & Newport St,Customer,8
2021,12,355,Wells St & Elm St,Customer,9
2021,12,341,Indiana Ave & Roosevelt Rd,Customer,10
2022,1,3693,,Customer,1
2022,1,125,Wells St & Elm St,Customer,2
2022,1,125,Clark St & Elm St,Customer,2
2022,1,114,Streeter Dr & Grand Ave,Customer,3
2022,1,112,Sedgwick St & North Ave,Customer,4
2022,1,109,Kingsbury St & Kinzie St,Customer,5
2022,1,104,Wells St & Concord Ln,Customer,6
2022,1,99,Wells St & Huron St,Customer,7
2022,1,96,DuSable Lake Shore Dr & Monroe St,Customer,8
2022,1,96,Ashland Ave & Division St,Customer,8
2022,1,95,Broadway & Barry Ave,Customer,9
2022,1,95,Michigan Ave & Lake St,Customer,9
2022,1,94,Wells St & Hubbard St,Customer,10
2022,1,94,Damen Ave & Pierce Ave,Customer,10
2022,2,3828,,Customer,1
2022,2,198,Streeter Dr & Grand Ave,Customer,2
2022,2,167,DuSable Lake Shore Dr & Monroe St,Customer,3
2022,2,165,Millennium Park,Customer,4
2022,2,138,Clark St & Elm St,Customer,5
2022,2,138,Shedd Aquarium,Customer,5
2022,2,136,Wells St & Elm St,Customer,6
2022,2,125,Kingsbury St & Kinzie St,Customer,7
2022,2,120,Sedgwick St & North Ave,Customer,8
2022,2,117,Ashland Ave & Division St,Customer,9
2022,2,112,Ellis Ave & 60th St,Customer,10
2022,3,13887,,Customer,1
2022,3,2359,Streeter Dr & Grand Ave,Customer,2
2022,3,1407,DuSable Lake Shore Dr & Monroe St,Customer,3
2022,3,1142,Millennium Park,Customer,4
2022,3,918,Shedd Aquarium,Customer,5
2022,3,766,Michigan Ave & Oak St,Customer,6
2022,3,619,DuSable Lake Shore Dr & North Blvd,Customer,7
2022,3,587,Theater on the Lake,Customer,8
2022,3,556,Indiana Ave & Roosevelt Rd,Customer,9
2022,3,530,Wells St & Concord Ln,Customer,10
2022,4,21941,,Customer,1
2022,4,2988,Streeter Dr & Grand Ave,Customer,2
2022,4,1760,DuSable Lake Shore Dr & Monroe St,Customer,3
2022,4,1408,Millennium Park,Customer,4
2022,4,1131,Shedd Aquarium,Customer,5
2022,4,998,Michigan Ave & Oak St,Customer,6
2022,4,785,DuSable Lake Shore Dr & North Blvd,Customer,7
2022,4,785,Theater on the Lake,Customer,7
2022,4,742,Clark St & Armitage Ave,Customer,8
2022,4,737,Wells St & Concord Ln,Customer,9
2022,4,717,Dusable Harbor,Customer,10
